PC9,VS_GLOBAL,SKU_1_2_SEARS,SKU_2_2_LIVERPOOL,MARCA,GENDER ,COLLECTION,USE_TYPE,LINE,NAME,DESCRIPTION,EXTENDED_DESCRIPTION,MATERIAL,COLOR,SPANISH_COLOR,SHOOTING,STATUS
296690019,29669-0019,-,-,Levi's,Juniors,Red Tab,B sico,Tops,On Tour Tank,-,Nuestra On Tour Tank es nuestra playera sin mangas ideal para mostrar tu estilo en un dia soleado.,100% Algod¢n,Housemark  Washed Neon Yellow,Amarillo,SI,-
296690020,29669-0020,3387637,-,Levi's,Juniors,Red Tab,B sico,Tops,On Tour Tank,-,Nuestra On Tour Tank es nuestra playera sin mangas ideal para mostrar tu estilo en un dia soleado.,100% Algod¢n,Housemark  Washed Neon Orange,Naranja,SI,-
696710001,69671-0001,-,-,Levi's,Men's,Red Tab,Moda,Tops,Pieced Windrunner T3,"Rompe vientos,  con capucha,  tela tipo nylon,  bloques de color.",Nuestra Pieced  Windrunner es la rompevientos con un estilo tan inconfundible como t£.,100% Poliamida,Crimson,Multicolor,SI,-
746130000,74613-0000,-,-,Levi's,Men's,Red Tab,Moda,Tops,Windrunner T3,"Chamarra con capucha,  bolsas al frente.",Nuestra Windrunner es la rompevientos con un estilo tan inconfundible como t£.,100% Poliamida,Black,Negro,SI,-
698550001,69855-0001,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Mighty Tee,"Playera manga corta,  cuello redondo.","Nuestras camisetas y jeans est n hechos los unos para los otros. Esta Classic Mighty Tee cuenta con una silueta holgada cl sica y un ajuste relajado. Cuello redondo alto ribeteado. Sin bolsillos, para un estilo simple y sobrioÿ",100% Algod¢n,Bzzz Dress Blues/ Old Gold Stripe 1,Amarillo/Azul,SI,-
698550002,69855-0002,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Mighty Tee,"Playera manga corta,  cuello redondo.","Nuestras camisetas y jeans est n hechos los unos para los otros. Esta Classic Mighty Tee cuenta con una silueta holgada cl sica y un ajuste relajado. Cuello redondo alto ribeteado. Sin bolsillos, para un estilo simple y sobrioÿ",100% Algod¢n,Bzzz Dress Blues/ Parisian Blue ,Azul,SI,-
698550003,69855-0003,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Mighty Tee,"Playera manga corta,  cuello redondo.","Nuestras camisetas y jeans est n hechos los unos para los otros. Esta Classic Mighty Tee cuenta con una silueta holgada cl sica y un ajuste relajado. Cuello redondo alto ribeteado. Sin bolsillos, para un estilo simple y sobrioÿ",100% Algod¢n,Camo Phalarope Demitasse Camo Print ,Multicolor,SI,-
399640033,39964-0033,3832525,1079644960,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Mighty Tee II,"Playera cuello redondo,  manga corta.","Nuestras camisetas y jeans est n hechos los unos para los otros. Esta Mighty Tee II cuenta con una silueta holgada cl sica y un ajuste relajado. Cuello redondo alto ribeteado. Sin bolsillos, para un estilo simple y sobrioÿ",100% Algod¢n,Thwack White/ Arctic Blue Stripe Mk191007_02,Azul/Blanco,SI,-
567600001,56760-0001,98587169,1072502833,Levi's,Big & Tall,Big & Tall,Moda,Tops,Big Graphic Tee Big & Tall,"Playera manga corta,  cuello redondo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Big Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Big Dress Blues Graphic 16.2,Azul,NO,-
567600003,56760-0003,3405992,1072502914,Levi's,Big & Tall,Big & Tall,Moda,Tops,Big Graphic Tee Big & Tall,"Playera manga corta,  cuello redondo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Big Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Big Logo Stripe White Graphic 17.1,Blanco,NO,-
567600000,56760-0000,-,1072502795,Levi's,Big & Tall,Big & Tall,Moda,Tops,Big Graphic Tee Big & Tall,"Playera manga corta,  cuello redondo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Big Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Big White Graphic 16.1,Blanco,SI,-
567600006,56760-0006,98587212,1078930365,Levi's,Big & Tall,Big & Tall,Moda,Tops,Big Graphic Tee Big & Tall,"Playera manga corta,  cuello redondo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Big Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Big & TallPhoto Tee 2 Mineral Black Graphic 40.4,Negro,SI,-
567600005,56760-0005,-,1078930063,Levi's,Big & Tall,Big & Tall,Moda,Tops,Big Graphic Tee Big & Tall,"Playera manga corta,  cuello redondo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Big Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Big & TallHousemark Fill 2 White Graphic 39.2,Obscuro,SI,-
568030003,56803-0003,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Colorblock Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Classic Colorlbock Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Logo Black/ Lychee W/ White Pigment Print Graphi,Negro,SI,-
574220003,57422-0003,-,1078930144,Levi's,Big & Tall,Big & Tall,Moda,Tops,Classic One Pocket Shirt Big & Tall,"Camisa manga larga,  cuello regular.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Classic One Pocket Shirt es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Peltier Cloud Dancer Plaid ,-,SI,-
574220004,57422-0004,4036639,-,Levi's,Big & Tall,Big & Tall,Moda,Tops,Classic One Pocket Shirt Big & Tall,"Camisa manga larga,  cuello regular.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Classic One Pocket Shirt es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Sebastopol Nightwatch Blue Print ,Azul,SI,-
574220000,57422-0000,3406049,1078930101,Levi's,Big & Tall,Big & Tall,Moda,Tops,Classic One Pocket Shirt Big & Tall,"Camisa manga larga,  cuello regular.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Classic One Pocket Shirt es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Indigo Chambray,Caf‚,SI,-
565730002,56573-0002,3367259,1070792800,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Colorblock Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Colorlbock Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Colorblock Tee Peacoat/ MarsHousemarkallow/ Chinese Red,Multicolor,NO,-
568030004,56803-0004,-,1078584971,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Colorblock Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Colorlbock Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Logo Phalarope Demitasse Camo/ Lychee W/ White P,Negro,SI,-
177830104,17783-0104,-,1044696668,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2horse Dress Blues,Azul,NO,-
177830139,17783-0139,-,1041644110,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Graphic Dress Blues,Azul,NO,-
177830106,17783-0106,-,1041949689,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2horse White,Blanco,NO,-
177830140,17783-0140,-,1039426351,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Graphic White,Blanco,NO,-
177830175,17783-0175,-,1041644012,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2horse Midtone Grey Htr,Gris,NO,-
177830137,17783-0137,-,1041949735,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera
Cuello redondo
Manga corta
Gr fico al frente
100% Algod¢n
",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Graphic H215-Housemark Black,Negro,NO,-
177830203,17783-0203,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2 Horse Dress Blues Graphic ,Azul,NO,-
177830199,17783-0199,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Graphic Dress Blues Graphic ,Azul ,SI,-
177830197,17783-0197,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Graphic White White Graphic ,Blanco,SI,-
177830201,17783-0201,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2 Horse White Graphic ,Blanco,NO,-
177830200,17783-0200,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Graphic Midtone Htr Grey Graphic ,Gris,SI,-
177830205,17783-0205,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2horse Midtone Htr Grey Graphic ,Gris,NO,-
177830198,17783-0198,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Graphic Black Black Graphic ,Negro,SI,-
177830202,17783-0202,-,-,Levi's,Men's,Red Tab,B sico,Tops,Graphic Set-In Neck,"Playera cuello redondo,  manga corta.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Set-In Neck es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,2  Horse Black Graphic ,Negro,SI,-
699730031,69973-0031,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Varsity Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Printed Tape Tee Solar Power,Amarillo ,SI,-
699730027,69973-0027,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Varsity Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Bold Sloped Logo White,Multi-color,SI,-
699730026,69973-0026,-,-,Levi's,Women's,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Graphic Varsity Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Bold Sloped Logo Lychee,Rojo,SI,-
746020001,74602-0001,-,-,Levi's,Women's,Red Tab,B sico,Tops,Issa Rib Tee,"Playera, manga corta, cuello redondo, contraste de rayas. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Issa Rib Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Monday Monday Smokestack Heather/Cloud Dancer,Multi-color,SI,-
689690003,68969-0003,-,-,Levi's,Women's,Red Tab,B sico,Tops,Leslie Top,-,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Leslie Top es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Little Buds Cloud Dancer,Blanco,SI,-
734800000,73480-0000,-,1079080209,Levi's,Women's, Misses ,B sico,Tops,Meghan Sailor Tee,"Blusa, manga larga, cuello redondo, estampado de rayas. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Meghan Sailor Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Jameson Birch/Maritime Blue,Multi-Color,SI,-
734800002,73480-0002,4123379,-,Levi's,Women's, Misses ,B sico,Tops,Meghan Sailor Tee,"Blusa, manga larga, cuello redondo, estampado de rayas. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Meghan Sailor Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Jameson Mineral Black C42064/White + ,Negro,SI,-
734800001,73480-0001,4123311,-,Levi's,Women's, Misses ,B sico,Tops,Meghan Sailor Tee,"Blusa, manga larga, cuello redondo, estampado de rayas. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Meghan Sailor Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Jameson Maritime Blue/Mary's Rose,Rojo,SI,-
565730006,56573-0006,3367316,1079041050,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Original Housemark Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Original Housemark Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Kablam Quiet Shade/ White/ Dress Blues + Black P,Multicolor,SI,-
566050014,56605-0014,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Original Housemark Tee,"Playera,  cuello redondo,  manga corta.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Original Housemark Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,"Cotton + Patch ""Slurp"" Stripe Mk191003_00",Multicolor,SI,-
566050013,56605-0013,3367374,1079041106,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Original Housemark Tee,"Playera,  cuello redondo,  manga corta.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Original Housemark Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©","61% Algod¢n,  30% Poli‚ster,  9% viscosa",Tri-Blend + Patch Lychee Embroidery Mk191003_03,Naranja,SI,-
566050020,56605-0020,3840974,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Original Housemark Tee,"Playera,  cuello redondo,  manga corta.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Original Housemark Tee de fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing' esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Housemark Patch Ringer Halftone Palm White Print On Bla,Negro/Blanco,SI,-
186720145,18672-0145,3403409,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de caritas felices. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Dice Bright White,Blanco,SI,-
186720133,18672-0133,4129541,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de flores.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Huluhu Caviar,Multi-Color,SI,-
186720126,18672-0126,-,1079079952,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de flores.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Ditzy Sprigs Caviar,Negro,SI,-
186720125,18672-0125,3403160,1080117611,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de flores.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Ditzy Sprigs Heavenly Pink,Rosa,SI,-
186720129,18672-0129,4128824,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de rayas.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Vesuvio Cherry Tomato/Sachet Pink,Multi-Color,SI,-
186720122,18672-0122,-,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente, estampado de rayas.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Liza Lychee/Maritime Blue,Multi-Color,SI,-
186720141,18672-0141,4128882,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Garment Dye Lemon Verbana,Amarillo,SI,-
186720124,18672-0124,4122777,-,Levi's,Women's, Misses ,B sico,Tops,The Perfect Crew,"Playera, fit relajado, cuello redondo, manga corta, bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Perfect Crew Tee suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Maritime Blue,Azul Marino,SI,-
329800002,32980-0002,-,-,Levi's,Women's,Red Tab,B sico,Tops,Ringer Graphic Surf Tee,"Playera, manga corta y cuello redondo con contraste, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Ringer Graphic Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Logo Blue Ringer White,Multi-color,SI,-
322230432,32223-0432,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Sportswear Logo Slim Medieval Blue,Azul marino ,SI,-
322230454,32223-0454,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Core Levi's Type Slim White,Blanco,SI,-
322230390,32223-0390,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Good Silver Housemark White,Blanco,SI,-
322230144,32223-0144,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Core Batwing White,Blanco,SI,-
322230457,32223-0457,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Sportswear Logo Slim White,Blanco ,SI,-
322230456,32223-0456,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Sportswear Logo Slim Smokestack ,Gris,SI,-
322230143,32223-0143,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Core Batwing Smokestack Heather,Gris,SI,-
322230142,32223-0142,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Mineral Black,Negro,SI,-
322230566,32223-0566,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta, gr fico al frente. ",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Slim Mary's Rose,Rosa,SI,-
322230455,32223-0455,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,-,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Good New Logo Medieval Blue,Azul,SI,-
322230575,32223-0575,-,-,Levi's,Women's,Red Tab,B sico,Tops,Slim Crew Neck Tee,-,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Slim Crew Neck Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Housemark Slim Cherry Tomato,Rojo,SI,-
193420100,19342-0100,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Dress Blues/ Greenbriar ,Azul/Verde,SI,-
193420097,19342-0097,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,White/ Black ,Blanco/Azul,SI,-
193420099,19342-0099,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Boom Lychee/ White ,Blanco/Rojo,SI,-
193420101,19342-0101,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,White/ Lychee/ Dress Blues ,Multicolor,SI,-
193420095,19342-0095,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,"55% Algod¢n, 45% Poli‚ster",Coral Blush,Rosa,SI,-
193420094,19342-0094,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic Pocket Tee,"Playera cuello redondo, manga corta, 1 bolsillo.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,"55% Algod¢n, 45% Poli‚ster",Greenbriar,Verde,SI,-
360630017,36063-0017,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic V Neck Tee,"Playera cuello V,  manga corta,  corte slim",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Pop Dress Blues/ Gray Violet ,Azul/Blanco,SI,-
361890009,36189-0009,-,-,Levi's,Women's,Red Tab,B sico,Tops,Vanessa Slim Tee,DROP,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Vanessa Slim Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,"48% Algod¢n, 34% Poli‚ster, 15% Viscosa, 3% Elastano",Vien Surf Blue/Caviar/Cloud Dancer,Azul,SI,-
