PC9,VS_GLOBAL,SKU_1_2_SEARS,SKU_2_2_LIVERPOOL,MARCA,GENDER ,COLLECTION,USE_TYPE,LINE,NAME,DESCRIPTION,EXTENDED_DESCRIPTION,MATERIAL,COLOR,SPANISH_COLOR,SHOOTING,STATUS
361890007,36189-0007,-,-,Levi's,Women's,Red Tab,B sico,Tops,Vanessa Slim Tee,DROP,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Vanessa Slim Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,"48% Algod¢n, 34% Poli‚ster, 15% Viscosa, 3% Elastano",Vien Multi Color,Multi-color,SI,-
361890011,36189-0011,-,-,Levi's,Women's,Red Tab,B sico,Tops,Vanessa Slim Tee,DROP,Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Vanessa Slim Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,"48% Algod¢n, 34% Poli‚ster, 15% Viscosa, 3% Elastano",Mineral Black,Negro,SI,-
215470014,21547-0014,-,-,Levi's,Men's,Wellthread,Moda,Tops,Wellthread Pocket Tee,"Playera manga corta, cuello redondo-",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Wellthread Pocket Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n, Wtxok Seven Seas Recycled White Graphic ,Blanco,SI,-
215470015,21547-0015,-,-,Levi's,Men's,Wellthread,Moda,Tops,Wellthread Pocket Tee,"Playera manga corta, cuello redondo-",Nuestras playeras y mezclilla fueron hechas la una para la otra. Esta Wellthread Pocket Tee es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n, Wtxok Seven Seas Recycled Denim Graphic ,Gris,SI,-
743170002,74317-0002,-,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Colorblock Varsity Tee,"Playera tipo crop, bloques de colores, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Colorblock Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Colorblock Shortee White + C30768 & Lychee  & Maritime Blue,Multi-color,SI,-
699710004,69971-0004,4059590,1080070712,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Crop Slacker Tee,"Playera tipo crop, gr fico al frente,manga 3/4.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Crop tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Peanuts Girl Talk White,Blanco,SI,-
699710005,69971-0005,4059657,1080070763,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Crop Slacker Tee,"Playera tipo crop, gr fico al frente,manga 3/4.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Crop tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Peanuts Sisters Black,Negro,SI,-
296740014,29674-0014,4061355,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,"Playera, manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,501 Tab White,Blanco ,SI,-
296740025,29674-0025,4060696,1080356667,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,"Playera, manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,3d Logo  Washed Neon Orange,Naranja,SI,-
296740015,29674-0015,4061412,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,"Playera, manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,501 Tab Caviar,Negro,SI,-
296740022,29674-0022,4052495,1078741911,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,"Playera, manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sportswear  Washed Neon Pink,Rosa ,SI,-
296740023,29674-0023,-,1079560154,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,"Playera, manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sportswear  Washed Neon Green,Verde,SI,-
296740017,29674-0017,-,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Surf Tee,-,"Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sky Photo White,Blanco,SI,-
699730024,69973-0024,4052916,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera tipo crop , manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Varsity Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sportswear With Photo Aquarius,Aqua,SI,-
699730029,69973-0029,-,1079025119,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera tipo crop , manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Varsity Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Printed Tape Tee White,Blanco ,SI,-
699730004,69973-0004,4052859,1078748419,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Varsity Tee,"Playera tipo crop , manga corta, gr fico al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Varsity Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sportswear Rainbow Holo White,Blanco ,SI,-
699730025,69973-0025,3388825,-,Levi's,Juniors,Red Tab,B sico,Tops,Graphic Varsity Tee,-,"Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Graphic Varsity Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Logo With Ice Cream White,Blanco,SI,-
746020000,74602-0000,4053039,-,Levi's,Juniors,Red Tab,B sico,Tops,Issa Rib Tee,"Playera, manga corta, rayas en contraste.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Issa Rib Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Monday Monday Multi Color,Multi-color,SI,-
329800005,32980-0005,4052619,1079560251,Levi's,Juniors,Red Tab,B sico,Tops,Ringer Graphic Surf Tee,"Playera, manga corta, con gr fico al frente, contraste en mangas y cuello. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta playera tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Logo Yellow Ringer White,Multi-color,SI,-
322230565,32223-0565,-,1078581816,Levi's,Juniors,Red Tab,B sico,Tops,Slim Crew Neck Tee,"Playera, manga corta,gr fico al frente.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta playera tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Housemark Plaid Slim White,Blanco ,SI,-
295670008,29567-0008,-,-,Levi's,Juniors,Red Tab,B sico,Tops,Surf Tee,"Playera tipo crop, manga corta, bordado al frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Sachet Pink,Rosa,SI,-
295670010,29567-0010,4052437,1079560103,Levi's,Juniors,Red Tab,B sico,Tops,Surf Tee,"Playerta tipo crop, manga corta, bordado en el frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,London Calling Swim Blue/Sachet Pink,Multi-color,SI,-
295670009,29567-0009,-,-,Levi's,Juniors,Red Tab,B sico,Tops,Surf Tee,"Playerta tipo crop, manga corta, bordado en el frente. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Surf Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Cherry Tomato,Naranja,SI,-
698330005,69833-0005,4061892,-,Levi's,Juniors,Red Tab,B sico,Tops,Tie Front Tee,"Playera,manga corta, con cintillas en el frente par ajustar, contraste de rayas a color negro. ","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Tie Front Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Buckley Cloud Dancer/Caviar,Blanco ,SI,-
698330003,69833-0003,4052792,-,Levi's,Juniors,Red Tab,B sico,Tops,Tie Front Tee,"Playera,manga corta, con cintillas en el frente para ajustar.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Tie Front Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Lemon Verbena,Amarillo ,SI,-
698330004,69833-0004,4059532,-,Levi's,Juniors,Red Tab,B sico,Tops,Tie Front Tee,"Playera,manga corta, con cintillas en el frente para ajustar.","Nuestras playeras y mezclilla fueron hechas la una para la otra. Hecho de suave tejido de punto Jersey, esta Tie Front Tee tiene un fit est ndar y estampado en el pecho.",100% Algod¢n,Swim Blue,Azul claro ,SI,-
298130074,29813-0074,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,Light Indigo/ Dress Blues/ Cloud,Azul,SI,-
298130075,29813-0075,3366897,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,Tie Dye Light Indigo,Azul/Blanco,SI,-
298130077,29813-0077,3366954,1079040754,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,Boink Stripe Dress Blues/ Lychee,Azul/Rojo,SI,-
298130081,29813-0081,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,Boink Stripe White/Red Print,Blanco/Rojo,SI,-
298130079,29813-0079,-,1079040801,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,White/Habanero Gold/Greenbriar,Multicolor,SI,-
298130080,29813-0080,3367019,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Set-In Sunset Pocket ,"Playera,  cuello redondo,  manga corta,  un bolsillo al frente.",Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,100% Algod¢n,Tie Dye Blue/ Rich Lavender,Multicolor,SI,-
298130010,29813-0010,-,-,Levi's,Men's,Red Tab,B sico,Tops,Short Sleeve Set-In Sunset Pocket,"Playera cuello redondo,  mang corta,  bolso al frente","Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,",100% Algod¢n,Whitesmoke,Blanco,SI,-
298130013,29813-0013,-,-,Levi's,Men's,Red Tab,B sico,Tops,Short Sleeve Set-In Sunset Pocket,"Playera cuello redondo,  mang corta,  bolso al frente","Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,",100% Algod¢n,Medium Grey Heather,Gris,SI,-
298130011,29813-0011,-,-,Levi's,Men's,Red Tab,B sico,Tops,Short Sleeve Set-In Sunset Pocket,"Playera cuello redondo,  mang corta,  bolso al frente","Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Sunset Tee presenta la misma forma del bolsillo que nuestros modelos en 1902. Esta suave y c¢moda prenda b sica est  hecha con nuestro corte cl sico y con un bolsillo cosido,",100% Algod¢n,Mineral Black,Negro,SI,-
223690055,22369-0055,-,-,Levi's,Men's,Red Tab,Moda,Tops,Wordmark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Wordmark Graphic Tee est  hecha de suave tejido de punto Jersey, tiene un fit est ndar y graphics en el pecho.",100% Algod¢n,Ssnl Wm Mineral Black ,Negro,SI,-
223690054,22369-0054,-,-,Levi's,Men's,Red Tab,Moda,Tops,Wordmark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y mezclilla fueron hechas la una para la otra. Nuestra Wordmark Graphic Tee est  hecha de suave tejido de punto Jersey, tiene un fit est ndar y graphics en el pecho.",100% Algod¢n,Ssnl Wm White Graphic 34.1,Rosa,SI,-
699890002,69989-0002,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic No Pocket Shirt,"Camisa,  manga corta,  botones tipo ojal.",Nuestras playeras y mezclilla fueron hechas la una para la otra.La Classic No Pocket Shirt es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Lazer Palms,Gris,SI,-
699890003,69989-0003,-,-,Levi's,Men's,Red Tab,Moda,Tops,Short Sleeve Classic No Pocket Shirt,"Camisa,  manga corta,  botones tipo ojal.",Nuestras playeras y mezclilla fueron hechas la una para la otra.La Classic No Pocket Shirt es suave y c¢moda prenda b sica est  hecha con un corte relajado.,100% Algod¢n,Sketched Palms Orchid Petal Print ,Rosa,SI,-
224890235,22489-0235,3831923,1079644510,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Latin Brights Spectra Yellow,Amarillo,SI,-
224890169,22489-0169,-,-,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©","55% Algod¢n, 45% Poli‚ster",True Blue Bi-Blend,Azul,SI,-
224890155,22489-0155,3835834,1080029194,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Housemark Ssln Tech Norse Blue ,Azul,SI,-
224890170,22489-0170,-,-,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©","55% Algod¢n, 45% Poli‚ster",Norse Blue Bi-Blend ,Azul,SI,-
224890237,22489-0237,3832046,1079644617,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Latin Brights Arctic Blue,Azul Claro,SI,-
224890174,22489-0174,-,-,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Housemark Plaid Fill D0 White ,Blanca,SI,-
224890163,22489-0163,-,-,Levi's,Men's,Red Tab,Moda,Tops,Housemark Graphic Tee,"Playera cuello redondo,  gr fico al frente,  manga corta","Nuestras playeras y Pantal¢nes de mezclilla fueron hechos el uno para el otro. Esta Housemark Graphic Tee con fit est ndar est  estampada con nuestro ic¢nico logo, 'the batwing'; esta figura es una fiel reproducci¢n del bordado en nuestros jeans. El Batwing se ha convertido en sin¢nimo de la autenticidad y calidad de Levi's©",100% Algod¢n,Housemark Ssnl Filll White ,Blanco,SI,-
